t_recv_ns	batch_idx	n_span	name	timestamp_us	duration_us	id	parent
1788609952176281149	0	512	calibration	1788609951792289	56	a78adf17d02c72d1	e198c6aca3a6fc7d
1788609952176281149	0	512	phase_loop[0]	1788609951848380	2123	684816dd809778ed	474fb1c9beb7527c
1788609952176281149	0	512	phase_loop[0]	1788609951848723	2898	3a70cf10179eadf5	3a58fa2b9284b86c
1788609952176281149	0	512	phase_loop[0]	1788609951849496	2665	848aa9ee92b9c158	5a727913cf921287
1788609952176281149	0	512	phase_loop[1]	1788609951850512	2059	8347b3af3d87934f	474fb1c9beb7527c
1788609952176281149	0	512	phase_loop[0]	1788609951850266	2428	da2644d0ad2c0158	5e434119775c1d6b
1788609952176281149	0	512	phase_loop[1]	1788609951851626	1635	edb4fbf8e2296312	3a58fa2b9284b86c
1788609952176281149	0	512	phase_loop[1]	1788609951852166	1650	8a746b4ca30a2a2a	5a727913cf921287
1788609952176281149	0	512	phase_loop[0]	1788609951851066	3285	abfeca1e34800c36	c0d244016f831aa2
1788609952176281149	0	512	phase_loop[2]	1788609951852575	2055	81fc58a2cb55c922	474fb1c9beb7527c
1788609952176281149	0	512	phase_loop[1]	1788609951852716	2172	08f439a1745c5831	5e434119775c1d6b
1788609952176281149	0	512	phase_loop[2]	1788609951853265	2155	714416c300e12c29	3a58fa2b9284b86c
1788609952176281149	0	512	phase_loop[1]	1788609951854354	1601	df672a8563247348	c0d244016f831aa2
1788609952176281149	0	512	phase_loop[2]	1788609951854893	1594	71517ddc30ea3f3e	5e434119775c1d6b
1788609952176281149	0	512	phase_loop[3]	1788609951854634	2054	8daccaf2bc890d6d	474fb1c9beb7527c
1788609952176281149	0	512	phase_loop[3]	1788609951855424	1599	269131a182674505	3a58fa2b9284b86c
1788609952176281149	0	512	phase_loop[2]	1788609951855960	1595	aa478f0c9ef7742c	c0d244016f831aa2
1788609952176281149	0	512	phase_loop[2]	1788609951853820	4273	5957fcd5ea54e19b	5a727913cf921287
1788609952176281149	0	512	phase_loop[3]	1788609951856490	2136	b81d095c37b69653	5e434119775c1d6b
1788609952176281149	0	512	phase_loop[4]	1788609951856691	2053	41eff50a9e6b9786	474fb1c9beb7527c
1788609952176281149	0	512	phase_loop[3]	1788609951857558	1604	812e6749ee95c30d	c0d244016f831aa2
1788609952176281149	0	512	phase_loop[3]	1788609951858097	1089	81aea9c1933251d3	5a727913cf921287
