t_recv_ns	batch_idx	n_span	name	timestamp_us	duration_us	id	parent
1788609301666448928	0	1	calibration	1788609301664741	85	47dbc2b762f8c4a5	424c13aabda17b82
1788609301686484110	1	1	phase_loop[0]	1788609301683516	2065	0587b34537df14dd	4d7f96fbb5aadbda
1788609301689544733	2	1	phase_loop[1]	1788609301686706	2009	f1aadfc24aa73b59	4d7f96fbb5aadbda
1788609301699205752	3	1	phase_loop[2]	1788609301689737	7557	b2d4a1a2d5120ca0	4d7f96fbb5aadbda
1788609301708137445	4	1	phase_loop[3]	1788609301699452	7841	f7f9324d6db16ee1	4d7f96fbb5aadbda
1788609301718275130	5	1	phase_loop[4]	1788609301708341	8954	771f7762c18f3394	4d7f96fbb5aadbda
1788609301728143552	6	1	phase_loop[5]	1788609301718567	8725	4e2c24dfba566d8c	4d7f96fbb5aadbda
1788609301738281196	7	1	phase_loop[6]	1788609301728351	8941	03c3f780ca48fb16	4d7f96fbb5aadbda
1788609301748173424	8	1	phase_loop[7]	1788609301738509	8782	9049b51d1f3b1e1f	4d7f96fbb5aadbda
1788609301758312191	9	1	phase_loop[8]	1788609301748386	8908	96cfd3bd36046263	4d7f96fbb5aadbda
1788609301768299289	10	1	phase_loop[9]	1788609301758530	8766	648382ecf05eb1d3	4d7f96fbb5aadbda
1788609301778079274	11	1	phase_loop[10]	1788609301768532	8760	30bc619ebbb8708b	4d7f96fbb5aadbda
1788609301788179166	12	1	phase_loop[11]	1788609301778269	9024	7a3764117ea5451e	4d7f96fbb5aadbda
1788609301798224395	13	1	phase_loop[12]	1788609301788380	8913	8398dda9dde685f4	4d7f96fbb5aadbda
1788609301808157230	14	1	phase_loop[13]	1788609301798458	8833	3dba2afbaadf4715	4d7f96fbb5aadbda
1788609301818159066	15	1	phase_loop[14]	1788609301808391	8899	c0023e2c5cc6ec8f	4d7f96fbb5aadbda
1788609301828124884	16	1	phase_loop[15]	1788609301818410	8881	91c40a701e222be4	4d7f96fbb5aadbda
1788609301838713434	17	1	phase_loop[16]	1788609301828363	8932	32d48e66793c5066	4d7f96fbb5aadbda
1788609301848142833	18	1	phase_loop[17]	1788609301839105	8185	e5b674a84fea8c71	4d7f96fbb5aadbda
1788609301858166591	19	1	phase_loop[18]	1788609301848342	8950	fba5b7ba6bc6afd1	4d7f96fbb5aadbda
1788609301868294617	20	1	phase_loop[19]	1788609301858394	8901	086d77456e846e17	4d7f96fbb5aadbda
1788609301878075834	21	1	phase_loop[20]	1788609301868525	8767	5b8a723eee5da07f	4d7f96fbb5aadbda
1788609301888053534	22	1	phase_loop[21]	1788609301878267	9022	e1b67fd123fe4c31	4d7f96fbb5aadbda
1788609301898375238	23	1	phase_loop[22]	1788609301888252	9039	431b334b0aeacab8	4d7f96fbb5aadbda
1788609301908086612	24	1	phase_loop[23]	1788609301898619	8672	5790f8e86a3a6b95	4d7f96fbb5aadbda
1788609301918017333	25	1	phase_loop[24]	1788609301908276	9014	5924a83d3d9f7ae2	4d7f96fbb5aadbda
1788609301928153375	26	1	phase_loop[25]	1788609301918200	9090	c52968bdffbd9918	4d7f96fbb5aadbda
1788609301938107951	27	1	phase_loop[26]	1788609301928378	8914	ef8a5acbbe3234d8	4d7f96fbb5aadbda
1788609301948417141	28	1	phase_loop[27]	1788609301938311	8987	017df82d25d4b8bf	4d7f96fbb5aadbda
1788609301958868150	29	1	phase_loop[28]	1788609301948727	8576	2ba74861ccca2008	4d7f96fbb5aadbda
1788609301968837565	30	1	phase_loop[29]	1788609301959246	8047	adbf080945f18e25	4d7f96fbb5aadbda
1788609301978411789	31	1	phase_loop[30]	1788609301969092	8207	bfed1cb8bb811baf	4d7f96fbb5aadbda
1788609301988228273	32	1	phase_loop[31]	1788609301978665	8626	249666c854d3142c	4d7f96fbb5aadbda
1788609301998335509	33	1	phase_loop[32]	1788609301988507	8847	b39e91328659c546	4d7f96fbb5aadbda
1788609302008119522	34	1	phase_loop[33]	1788609301998574	8717	47d4bc891a33d481	4d7f96fbb5aadbda
1788609302017999005	35	1	phase_loop[34]	1788609302008315	8974	e73079bc3d1dfc7b	4d7f96fbb5aadbda
1788609302028091844	36	1	phase_loop[35]	1788609302018182	9108	1db694979012ed84	4d7f96fbb5aadbda
1788609302038173652	37	1	phase_loop[36]	1788609302028288	9004	28f52a905e9eea67	4d7f96fbb5aadbda
1788609302048404873	38	1	phase_loop[37]	1788609302038385	8917	9b1b28dfc9a6c8aa	4d7f96fbb5aadbda
1788609302058501920	39	1	phase_loop[38]	1788609302048701	8597	92e660435e352672	4d7f96fbb5aadbda
1788609302068222812	40	1	phase_loop[39]	1788609302058748	8544	0ecb87a589206d2e	4d7f96fbb5aadbda
1788609302078074593	41	1	phase_loop[40]	1788609302068486	8806	1849974c141d676d	4d7f96fbb5aadbda
1788609302088063986	42	1	phase_loop[41]	1788609302078297	8994	e7cb209f2c7bc7ff	4d7f96fbb5aadbda
1788609302098257586	43	1	phase_loop[42]	1788609302088251	9044	1062ca939e8fca07	4d7f96fbb5aadbda
1788609302108133442	44	1	phase_loop[43]	1788609302098485	8807	eed40bdbd2575261	4d7f96fbb5aadbda
1788609302118290874	45	1	phase_loop[44]	1788609302108349	8943	acc6e38d9ed1c188	4d7f96fbb5aadbda
1788609302128137545	46	1	phase_loop[45]	1788609302118499	8795	78447192362f061e	4d7f96fbb5aadbda
1788609302138098944	47	1	phase_loop[46]	1788609302128356	8936	f974f3576443fd45	4d7f96fbb5aadbda
1788609302148059321	48	1	phase_loop[47]	1788609302138375	8916	57940df13d55c594	4d7f96fbb5aadbda
1788609302158427773	49	1	phase_loop[48]	1788609302148250	9044	598b8c0942312485	4d7f96fbb5aadbda
1788609302168413930	50	1	phase_loop[49]	1788609302158760	8534	e9e4c434063e6753	4d7f96fbb5aadbda
1788609302178260380	51	1	phase_loop[50]	1788609302168651	8643	50afe4ae12942faf	4d7f96fbb5aadbda
1788609302188143741	52	1	phase_loop[51]	1788609302178565	8726	9c6afdfe729b2d5f	4d7f96fbb5aadbda
1788609302198264383	53	1	phase_loop[52]	1788609302188346	8947	25dab9ad5240a6aa	4d7f96fbb5aadbda
1788609302208126984	54	1	phase_loop[53]	1788609302198500	8791	c35a60798ad8f744	4d7f96fbb5aadbda
