run_id,block,trace_level,processor_type,sampler_type,sampler_ratio,exporter_type,n_lo,rep,duration_s,mhz_med,aperf_mhz,tctl_pre_c,tctl_post_c,hi_loops,run_dir,exit_code,spans_delivered
302,diag,2,0,0,0.0,1,4,24,20,2295,2287,54.6,54.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/diag/t2_p0_s0_r0.0_e1_n4/run_24,0,NA
303,diag,2,0,2,0.0,1,4,25,20,2295,2288,54.6,54.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/diag/t2_p0_s2_r0.0_e1_n4/run_25,0,NA
304,diag,2,0,1,0.3,1,4,25,20,2295,2287,54.5,54.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/diag/t2_p0_s1_r0.3_e1_n4/run_25,0,NA
305,diag,2,0,0,0.0,1,4,25,20,2295,2288,54.5,54.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/diag/t2_p0_s0_r0.0_e1_n4/run_25,0,NA
306,block3,0,0,0,0.0,0,0,1,20,2295,2291,52.1,52.0,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_01,0,NA
307,block3,3,0,0,0.0,0,0,1,20,2295,2290,52.0,51.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_01,0,NA
308,block3,3,1,0,0.0,0,0,1,20,2295,2288,51.8,51.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_01,0,NA
309,block3,0,0,0,0.0,0,1,1,20,2295,2286,51.8,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_01,0,NA
310,block3,3,0,0,0.0,0,1,1,20,2295,2299,52.2,52.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_01,0,NA
311,block3,3,1,0,0.0,0,1,1,20,2295,2298,52.6,52.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_01,0,NA
312,block3,0,0,0,0.0,0,4,1,20,2295,2287,52.9,54.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_01,0,NA
313,block3,3,0,0,0.0,0,4,1,20,2295,2300,54.8,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_01,0,NA
314,block3,3,1,0,0.0,0,4,1,20,2295,2299,55.2,54.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_01,134,NA
315,block3,0,0,0,0.0,0,8,1,20,2295,2289,54.2,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_01,0,NA
316,block3,3,0,0,0.0,0,8,1,20,2295,2300,55.0,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_01,0,NA
317,block3,3,1,0,0.0,0,8,1,20,2295,2299,55.0,54.4,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_01,134,NA
318,block3,0,0,0,0.0,0,0,2,20,2295,2290,54.2,52.2,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_02,0,NA
319,block3,3,0,0,0.0,0,0,2,20,2295,2287,52.2,51.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_02,0,NA
320,block3,3,1,0,0.0,0,0,2,20,2295,2285,51.9,52.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_02,0,NA
321,block3,0,0,0,0.0,0,1,2,20,2295,2286,52.0,52.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_02,0,NA
322,block3,3,0,0,0.0,0,1,2,20,2295,2299,52.5,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_02,0,NA
323,block3,3,1,0,0.0,0,1,2,20,2295,2299,52.8,53.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_02,134,NA
324,block3,0,0,0,0.0,0,4,2,20,2295,2288,53.0,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_02,0,NA
325,block3,3,0,0,0.0,0,4,2,20,2295,2300,55.0,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_02,0,NA
326,block3,3,1,0,0.0,0,4,2,20,2295,2299,55.2,54.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_02,134,NA
327,block3,0,0,0,0.0,0,8,2,20,2295,2289,54.2,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_02,0,NA
328,block3,3,0,0,0.0,0,8,2,20,2295,2300,55.2,55.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_02,0,NA
329,block3,3,1,0,0.0,0,8,2,20,2295,2299,55.5,54.6,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_02,134,NA
330,block3,0,0,0,0.0,0,0,3,20,2295,2289,54.6,52.2,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_03,0,NA
331,block3,3,0,0,0.0,0,0,3,20,2295,2289,52.2,51.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_03,0,NA
332,block3,3,1,0,0.0,0,0,3,20,2295,2286,51.8,51.8,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_03,0,NA
333,block3,0,0,0,0.0,0,1,3,20,2295,2286,51.8,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_03,0,NA
334,block3,3,0,0,0.0,0,1,3,20,2295,2299,52.2,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_03,0,NA
335,block3,3,1,0,0.0,0,1,3,20,2295,2299,52.8,53.1,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_03,134,NA
336,block3,0,0,0,0.0,0,4,3,20,2295,2288,53.1,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_03,0,NA
337,block3,3,0,0,0.0,0,4,3,20,2295,2300,55.0,55.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_03,0,NA
338,block3,3,1,0,0.0,0,4,3,20,2295,2299,55.8,54.6,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_03,134,NA
339,block3,0,0,0,0.0,0,8,3,20,2295,2289,54.6,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_03,0,NA
340,block3,3,0,0,0.0,0,8,3,20,2295,2300,55.2,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_03,0,NA
341,block3,3,1,0,0.0,0,8,3,20,2295,2299,55.2,54.6,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_03,134,NA
342,block3,0,0,0,0.0,0,0,4,20,2295,2290,54.5,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_04,0,NA
343,block3,3,0,0,0.0,0,0,4,20,2295,2288,52.2,52.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_04,0,NA
344,block3,3,1,0,0.0,0,0,4,20,2295,2287,52.0,52.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_04,0,NA
345,block3,0,0,0,0.0,0,1,4,20,2295,2286,52.0,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_04,0,NA
346,block3,3,0,0,0.0,0,1,4,20,2295,2300,52.2,52.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_04,0,NA
347,block3,3,1,0,0.0,0,1,4,20,2295,2298,52.6,53.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_04,134,NA
348,block3,0,0,0,0.0,0,4,4,20,2295,2287,53.0,55.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_04,0,NA
349,block3,3,0,0,0.0,0,4,4,20,2295,2300,54.9,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_04,0,NA
350,block3,3,1,0,0.0,0,4,4,20,2295,2299,55.0,54.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_04,134,NA
351,block3,0,0,0,0.0,0,8,4,20,2295,2289,54.2,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_04,0,NA
352,block3,3,0,0,0.0,0,8,4,20,2295,2300,55.2,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_04,0,NA
353,block3,3,1,0,0.0,0,8,4,20,2295,2299,55.2,54.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_04,134,NA
354,block3,0,0,0,0.0,0,0,5,20,2295,2290,54.5,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_05,0,NA
355,block3,3,0,0,0.0,0,0,5,20,2295,2287,52.2,52.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_05,0,NA
356,block3,3,1,0,0.0,0,0,5,20,2295,2287,52.0,52.0,2002,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_05,0,NA
357,block3,0,0,0,0.0,0,1,5,20,2295,2286,52.0,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_05,0,NA
358,block3,3,0,0,0.0,0,1,5,20,2295,2299,52.2,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_05,0,NA
359,block3,3,1,0,0.0,0,1,5,20,2295,2298,52.8,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_05,0,NA
360,block3,0,0,0,0.0,0,4,5,20,2295,2287,52.8,54.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_05,0,NA
361,block3,3,0,0,0.0,0,4,5,20,2295,2300,54.8,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_05,0,NA
362,block3,3,1,0,0.0,0,4,5,20,2295,2299,55.0,54.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_05,0,NA
363,block3,0,0,0,0.0,0,8,5,20,2295,2289,54.5,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_05,0,NA
364,block3,3,0,0,0.0,0,8,5,20,2295,2300,55.2,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_05,0,NA
365,block3,3,1,0,0.0,0,8,5,20,2295,2299,55.2,54.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_05,134,NA
366,block3,0,0,0,0.0,0,0,6,20,2295,2291,54.4,52.5,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_06,0,NA
367,block3,3,0,0,0.0,0,0,6,20,2295,2286,52.5,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_06,0,NA
368,block3,3,1,0,0.0,0,0,6,20,2295,2289,52.8,52.2,2002,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_06,0,NA
369,block3,0,0,0,0.0,0,1,6,20,2295,2289,52.2,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_06,0,NA
370,block3,3,0,0,0.0,0,1,6,20,2295,2300,52.8,53.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_06,0,NA
371,block3,3,1,0,0.0,0,1,6,20,2295,2299,53.0,53.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_06,134,NA
372,block3,0,0,0,0.0,0,4,6,20,2295,2291,53.2,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_06,0,NA
373,block3,3,0,0,0.0,0,4,6,20,2295,2300,55.0,55.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_06,0,NA
374,block3,3,1,0,0.0,0,4,6,20,2295,2299,55.1,55.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_06,134,NA
375,block3,0,0,0,0.0,0,8,6,20,2295,2294,55.2,56.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_06,0,NA
376,block3,3,0,0,0.0,0,8,6,20,2295,2300,56.0,55.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_06,0,NA
377,block3,3,1,0,0.0,0,8,6,20,2295,2299,55.5,54.4,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_06,134,NA
378,block3,0,0,0,0.0,0,0,7,20,2295,2291,54.4,52.5,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_07,0,NA
379,block3,3,0,0,0.0,0,0,7,20,2295,2288,52.5,51.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_07,0,NA
380,block3,3,1,0,0.0,0,0,7,20,2295,2289,51.8,51.8,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_07,0,NA
381,block3,0,0,0,0.0,0,1,7,20,2295,2290,51.8,52.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_07,0,NA
382,block3,3,0,0,0.0,0,1,7,20,2295,2300,52.6,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_07,0,NA
383,block3,3,1,0,0.0,0,1,7,20,2295,2298,52.8,53.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_07,134,NA
384,block3,0,0,0,0.0,0,4,7,20,2295,2291,53.0,54.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_07,0,NA
385,block3,3,0,0,0.0,0,4,7,20,2295,2300,54.6,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_07,0,NA
386,block3,3,1,0,0.0,0,4,7,20,2295,2299,55.2,54.4,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_07,134,NA
387,block3,0,0,0,0.0,0,8,7,20,2295,2296,54.4,55.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_07,0,NA
388,block3,3,0,0,0.0,0,8,7,20,2295,2300,55.2,55.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_07,0,NA
389,block3,3,1,0,0.0,0,8,7,20,2295,2299,55.0,54.1,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_07,134,NA
390,block3,0,0,0,0.0,0,0,8,20,2295,2289,54.1,51.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_08,0,NA
391,block3,3,0,0,0.0,0,0,8,20,2295,2290,51.8,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_08,0,NA
392,block3,3,1,0,0.0,0,0,8,20,2295,2288,51.5,51.6,2002,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_08,0,NA
393,block3,0,0,0,0.0,0,1,8,20,2295,2288,51.6,52.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_08,0,NA
394,block3,3,0,0,0.0,0,1,8,20,2295,2300,52.0,52.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_08,0,NA
395,block3,3,1,0,0.0,0,1,8,20,2295,2298,52.0,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_08,134,NA
396,block3,0,0,0,0.0,0,4,8,20,2295,2291,52.8,54.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_08,0,NA
397,block3,3,0,0,0.0,0,4,8,20,2295,2300,54.2,54.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_08,0,NA
398,block3,3,1,0,0.0,0,4,8,20,2295,2299,54.2,53.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_08,134,NA
399,block3,0,0,0,0.0,0,8,8,20,2295,2291,53.4,54.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_08,0,NA
400,block3,3,0,0,0.0,0,8,8,20,2295,2300,54.2,54.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_08,0,NA
401,block3,3,1,0,0.0,0,8,8,20,2295,2299,54.5,53.6,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_08,134,NA
402,block3,0,0,0,0.0,0,0,9,20,2295,2289,53.5,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_09,0,NA
403,block3,3,0,0,0.0,0,0,9,20,2295,2289,51.5,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_09,0,NA
404,block3,3,1,0,0.0,0,0,9,20,2295,2289,51.0,51.0,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_09,0,NA
405,block3,0,0,0,0.0,0,1,9,20,2295,2287,51.0,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_09,0,NA
406,block3,3,0,0,0.0,0,1,9,20,2295,2300,51.2,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_09,0,NA
407,block3,3,1,0,0.0,0,1,9,20,2295,2297,51.5,51.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_09,134,NA
408,block3,0,0,0,0.0,0,4,9,20,2295,2289,51.8,53.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_09,0,NA
409,block3,3,0,0,0.0,0,4,9,20,2295,2300,53.5,53.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_09,0,NA
410,block3,3,1,0,0.0,0,4,9,20,2295,2299,53.8,53.1,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_09,134,NA
411,block3,0,0,0,0.0,0,8,9,20,2295,2291,53.1,54.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_09,0,NA
412,block3,3,0,0,0.0,0,8,9,20,2295,2300,53.9,54.1,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_09,0,NA
413,block3,3,1,0,0.0,0,8,9,20,2295,2299,54.0,53.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_09,134,NA
414,block3,0,0,0,0.0,0,0,10,20,2295,2290,53.4,51.2,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_10,0,NA
415,block3,3,0,0,0.0,0,0,10,20,2295,2287,51.2,50.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_10,0,NA
416,block3,3,1,0,0.0,0,0,10,20,2295,2286,50.6,50.8,2002,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_10,0,NA
417,block3,0,0,0,0.0,0,1,10,20,2295,2287,50.8,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_10,0,NA
418,block3,3,0,0,0.0,0,1,10,20,2295,2299,51.0,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_10,0,NA
419,block3,3,1,0,0.0,0,1,10,20,2295,2298,51.2,51.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_10,134,NA
420,block3,0,0,0,0.0,0,4,10,20,2295,2290,51.5,53.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_10,0,NA
421,block3,3,0,0,0.0,0,4,10,20,2295,2300,53.2,53.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_10,0,NA
422,block3,3,1,0,0.0,0,4,10,20,2295,2299,53.5,52.9,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_10,134,NA
423,block3,0,0,0,0.0,0,8,10,20,2295,2291,52.9,53.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_10,0,NA
