run_id,block,trace_level,processor_type,sampler_type,sampler_ratio,exporter_type,n_lo,rep,duration_s,mhz_med,aperf_mhz,tctl_pre_c,tctl_post_c,hi_loops,run_dir,exit_code,spans_delivered
424,block3,3,0,0,0.0,0,8,10,20,2295,2300,53.5,53.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_10,0,NA
425,block3,3,1,0,0.0,0,8,10,20,2295,2299,53.8,52.9,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_10,134,NA
426,block3,0,0,0,0.0,0,0,11,20,2295,2289,52.9,50.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_11,0,NA
427,block3,3,0,0,0.0,0,0,11,20,2295,2290,50.9,50.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_11,0,NA
428,block3,3,1,0,0.0,0,0,11,20,2295,2288,50.6,50.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_11,0,NA
429,block3,0,0,0,0.0,0,1,11,20,2295,2288,50.5,50.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_11,0,NA
430,block3,3,0,0,0.0,0,1,11,20,2295,2299,50.8,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_11,0,NA
431,block3,3,1,0,0.0,0,1,11,20,2295,2297,51.0,51.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_11,134,NA
432,block3,0,0,0,0.0,0,4,11,20,2295,2289,51.1,52.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_11,0,NA
433,block3,3,0,0,0.0,0,4,11,20,2295,2300,52.8,53.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_11,0,NA
434,block3,3,1,0,0.0,0,4,11,20,2295,2299,53.1,52.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_11,134,NA
435,block3,0,0,0,0.0,0,8,11,20,2295,2291,52.5,53.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_11,0,NA
436,block3,3,0,0,0.0,0,8,11,20,2295,2300,53.2,53.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_11,0,NA
437,block3,3,1,0,0.0,0,8,11,20,2295,2299,53.4,52.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_11,134,NA
438,block3,0,0,0,0.0,0,0,12,20,2295,2289,52.5,50.8,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_12,0,NA
439,block3,3,0,0,0.0,0,0,12,20,2295,2288,50.8,50.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_12,0,NA
440,block3,3,1,0,0.0,0,0,12,20,2295,2289,50.5,50.5,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_12,0,NA
441,block3,0,0,0,0.0,0,1,12,20,2295,2286,50.5,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_12,0,NA
442,block3,3,0,0,0.0,0,1,12,20,2295,2300,51.0,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_12,0,NA
443,block3,3,1,0,0.0,0,1,12,20,2295,2298,51.0,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_12,0,NA
444,block3,0,0,0,0.0,0,4,12,20,2295,2290,51.2,53.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_12,0,NA
445,block3,3,0,0,0.0,0,4,12,20,2295,2300,53.0,53.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_12,0,NA
446,block3,3,1,0,0.0,0,4,12,20,2295,2299,53.2,52.4,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_12,134,NA
447,block3,0,0,0,0.0,0,8,12,20,2295,2291,52.4,53.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_12,0,NA
448,block3,3,0,0,0.0,0,8,12,20,2295,2300,53.2,53.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_12,0,NA
449,block3,3,1,0,0.0,0,8,12,20,2295,2299,53.5,52.8,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_12,134,NA
450,block3,0,0,0,0.0,0,0,13,20,2295,2290,52.8,50.8,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_13,0,NA
451,block3,3,0,0,0.0,0,0,13,20,2295,2288,50.8,50.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_13,0,NA
452,block3,3,1,0,0.0,0,0,13,20,2295,2287,50.4,50.4,2001,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_13,0,NA
453,block3,0,0,0,0.0,0,1,13,20,2295,2287,50.4,50.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_13,0,NA
454,block3,3,0,0,0.0,0,1,13,20,2295,2300,50.6,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_13,0,NA
455,block3,3,1,0,0.0,0,1,13,20,2295,2298,51.0,51.1,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_13,134,NA
456,block3,0,0,0,0.0,0,4,13,20,2295,2290,51.1,52.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_13,0,NA
457,block3,3,0,0,0.0,0,4,13,20,2295,2300,52.8,53.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_13,0,NA
458,block3,3,1,0,0.0,0,4,13,20,2295,2299,53.2,52.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_13,134,NA
459,block3,0,0,0,0.0,0,8,13,20,2295,2291,52.5,53.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_13,0,NA
460,block3,3,0,0,0.0,0,8,13,20,2295,2300,53.2,53.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_13,0,NA
461,block3,3,1,0,0.0,0,8,13,20,2295,2299,53.5,52.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_13,134,NA
462,block3,0,0,0,0.0,0,0,14,20,2295,2289,52.6,50.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_14,0,NA
463,block3,3,0,0,0.0,0,0,14,20,2295,2289,50.8,50.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_14,0,NA
464,block3,3,1,0,0.0,0,0,14,20,2295,2289,50.2,50.2,2002,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_14,0,NA
465,block3,0,0,0,0.0,0,1,14,20,2295,2287,50.2,50.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_14,0,NA
466,block3,3,0,0,0.0,0,1,14,20,2295,2300,50.5,50.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_14,0,NA
467,block3,3,1,0,0.0,0,1,14,20,2295,2297,50.8,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_14,0,NA
468,block3,0,0,0,0.0,0,4,14,20,2295,2289,51.0,52.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_14,0,NA
469,block3,3,0,0,0.0,0,4,14,20,2295,2300,52.5,53.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_14,0,NA
470,block3,3,1,0,0.0,0,4,14,20,2295,2299,53.0,52.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_14,134,NA
471,block3,0,0,0,0.0,0,8,14,20,2295,2291,52.2,53.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_14,0,NA
472,block3,3,0,0,0.0,0,8,14,20,2295,2300,53.0,53.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_14,0,NA
473,block3,3,1,0,0.0,0,8,14,20,2295,2299,52.9,52.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_14,134,NA
474,block3,0,0,0,0.0,0,0,15,20,2295,2290,52.2,50.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n0/run_15,0,NA
475,block3,3,0,0,0.0,0,0,15,20,2295,2287,50.2,49.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n0/run_15,0,NA
476,block3,3,1,0,0.0,0,0,15,20,2295,2287,49.8,49.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n0/run_15,0,NA
477,block3,0,0,0,0.0,0,1,15,20,2295,2288,49.8,50.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n1/run_15,0,NA
478,block3,3,0,0,0.0,0,1,15,20,2295,2300,50.0,50.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n1/run_15,0,NA
479,block3,3,1,0,0.0,0,1,15,20,2295,2298,50.5,50.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n1/run_15,134,NA
480,block3,0,0,0,0.0,0,4,15,20,2295,2290,50.5,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n4/run_15,0,NA
481,block3,3,0,0,0.0,0,4,15,20,2295,2300,52.1,52.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n4/run_15,0,NA
482,block3,3,1,0,0.0,0,4,15,20,2295,2299,52.5,52.1,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n4/run_15,134,NA
483,block3,0,0,0,0.0,0,8,15,20,2295,2292,52.1,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t0_p0_s0_r0.0_e0_n8/run_15,0,NA
484,block3,3,0,0,0.0,0,8,15,20,2295,2300,52.6,52.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p0_s0_r0.0_e0_n8/run_15,0,NA
485,block3,3,1,0,0.0,0,8,15,20,2295,2299,52.5,52.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block3/t3_p1_s0_r0.0_e0_n8/run_15,134,NA
487,block4,3,0,0,0.0,2,4,1,20,2295,2300,56.6,58.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_01,0,39374
488,block4,3,1,0,0.0,2,4,1,20,2295,2300,58.5,59.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_01,134,39865
489,block4,3,0,0,0.0,0,4,1,20,2295,2299,59.1,62.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_01,0,32280
490,block4,3,1,0,0.0,0,4,1,20,2295,2299,59.5,59.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_01,134,14010
491,block4,3,0,0,0.0,2,4,2,20,2295,2300,58.2,59.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_02,0,39462
492,block4,3,1,0,0.0,2,4,2,20,2295,2300,58.8,58.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_02,0,39978
493,block4,3,0,0,0.0,0,4,2,20,2295,2299,58.2,58.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_02,0,38920
494,block4,3,1,0,0.0,0,4,2,20,2295,2299,57.0,59.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_02,134,16049
495,block4,3,0,0,0.0,2,4,3,20,2295,2300,58.4,58.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_03,0,38539
496,block4,3,1,0,0.0,2,4,3,20,2295,2300,58.2,58.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_03,0,39957
497,block4,3,0,0,0.0,0,4,3,20,2295,2299,58.2,58.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_03,0,38954
498,block4,3,1,0,0.0,0,4,3,20,2295,2299,56.8,58.2,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_03,134,16109
499,block4,3,0,0,0.0,2,4,4,20,2295,2300,57.0,58.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_04,0,39340
500,block4,3,1,0,0.0,2,4,4,20,2295,2300,58.2,58.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_04,134,39875
501,block4,3,0,0,0.0,0,4,4,20,2295,2300,58.4,58.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_04,0,33209
502,block4,3,1,0,0.0,0,4,4,20,2295,2299,57.2,58.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_04,134,16229
503,block4,3,0,0,0.0,2,4,5,20,2295,2300,57.1,58.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_05,0,39436
504,block4,3,1,0,0.0,2,4,5,20,2295,2300,58.5,59.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_05,0,39818
505,block4,3,0,0,0.0,0,4,5,20,2295,2300,59.1,58.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_05,0,33757
506,block4,3,1,0,0.0,0,4,5,20,2295,2299,57.2,58.9,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_05,134,16134
507,block4,3,0,0,0.0,2,4,6,20,2295,2300,57.6,58.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_06,0,38549
508,block4,3,1,0,0.0,2,4,6,20,2295,2300,58.6,58.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_06,0,39899
509,block4,3,0,0,0.0,0,4,6,20,2295,2300,58.8,58.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_06,0,33737
510,block4,3,1,0,0.0,0,4,6,20,2295,2299,57.1,58.8,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_06,134,16422
511,block4,3,0,0,0.0,2,4,7,20,2295,2300,57.0,58.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_07,0,38511
512,block4,3,1,0,0.0,2,4,7,20,2295,2300,58.5,59.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_07,0,39954
513,block4,3,0,0,0.0,0,4,7,20,2295,2300,59.0,58.6,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_07,0,33439
514,block4,3,1,0,0.0,0,4,7,20,2295,2299,57.1,58.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_07,134,16222
515,block4,3,0,0,0.0,2,4,8,20,2295,2300,57.4,58.9,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_08,0,39445
516,block4,3,1,0,0.0,2,4,8,20,2295,2300,58.8,59.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_08,0,39891
517,block4,3,0,0,0.0,0,4,8,20,2295,2300,59.0,58.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_08,0,33033
518,block4,3,1,0,0.0,0,4,8,20,2295,2299,57.5,59.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_08,134,16166
519,block4,3,0,0,0.0,2,4,9,20,2295,2300,57.6,59.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_09,0,38091
520,block4,3,1,0,0.0,2,4,9,20,2295,2300,58.6,59.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_09,134,39826
521,block4,3,0,0,0.0,0,4,9,20,2295,2300,58.8,59.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_09,0,33069
522,block4,3,1,0,0.0,0,4,9,20,2295,2299,57.5,59.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_09,134,16232
523,block4,3,0,0,0.0,2,4,10,20,2295,2300,57.8,59.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_10,0,38458
524,block4,3,1,0,0.0,2,4,10,20,2295,2300,58.8,59.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_10,0,39889
525,block4,3,0,0,0.0,0,4,10,20,2295,2300,59.1,59.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_10,0,33592
526,block4,3,1,0,0.0,0,4,10,20,2295,2299,57.8,59.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_10,134,16186
527,block4,3,0,0,0.0,2,4,11,20,2295,2300,57.5,59.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_11,0,39448
528,block4,3,1,0,0.0,2,4,11,20,2295,2300,58.9,58.9,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_11,134,39878
529,block4,3,0,0,0.0,0,4,11,20,2295,2300,58.9,59.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_11,0,32773
530,block4,3,1,0,0.0,0,4,11,20,2295,2299,57.6,58.9,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_11,134,16190
531,block4,3,0,0,0.0,2,4,12,20,2295,2300,57.9,59.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_12,0,38485
532,block4,3,1,0,0.0,2,4,12,20,2295,2300,58.8,59.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_12,0,39984
533,block4,3,0,0,0.0,0,4,12,20,2295,2299,58.9,59.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_12,0,38927
534,block4,3,1,0,0.0,0,4,12,20,2295,2299,57.2,58.9,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_12,134,16170
535,block4,3,0,0,0.0,2,4,13,20,2295,2300,57.8,60.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_13,0,38476
536,block4,3,1,0,0.0,2,4,13,20,2295,2300,60.2,59.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_13,0,39852
537,block4,3,0,0,0.0,0,4,13,20,2295,2300,59.6,59.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_13,0,33161
538,block4,3,1,0,0.0,0,4,13,20,2295,2299,58.8,59.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_13,134,16080
539,block4,3,0,0,0.0,2,4,14,20,2295,2300,58.1,59.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_14,0,39428
540,block4,3,1,0,0.0,2,4,14,20,2295,2300,59.9,59.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_14,0,39912
541,block4,3,0,0,0.0,0,4,14,20,2295,2300,59.2,59.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_14,0,32965
542,block4,3,1,0,0.0,0,4,14,20,2295,2299,58.0,59.0,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_14,134,16246
543,block4,3,0,0,0.0,2,4,15,20,2295,2300,57.8,59.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e2_n4/run_15,0,38499
544,block4,3,1,0,0.0,2,4,15,20,2295,2300,58.9,59.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e2_n4/run_15,0,39841
545,block4,3,0,0,0.0,0,4,15,20,2295,2300,59.4,59.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p0_s0_r0.0_e0_n4/run_15,0,33866
546,block4,3,1,0,0.0,0,4,15,20,2295,2299,57.8,59.5,1980,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block4/t3_p1_s0_r0.0_e0_n4/run_15,134,16320
