run_id,block,trace_level,processor_type,sampler_type,sampler_ratio,exporter_type,n_lo,rep,duration_s,mhz_med,aperf_mhz,tctl_pre_c,tctl_post_c,hi_loops,run_dir,exit_code,warmup_rows,n_iters,deadline_misses,deadline_miss_ratio,budget_med_us,slack_med_us,slack_min_us,max_duration_us,mean_duration_us,med_duration_us,period_jitter_std_us,act_period_med_us,act_period_max_us,mean_wu_latency_us,hi_spans_exported,lo_spans_exported,spans_exported_total,export_attempts,aborted
95,block2,2,0,1,0.1,1,4,3,20,2295,NA,51.0,51.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_03,0,6,1994,0,0.0,9991.0,8038.0,119,1967,1953.0,1953.0,177.33,10000,10044,7.89,0,0,0,0,0
96,block2,2,0,1,0.3,1,4,3,20,2295,NA,51.0,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_03,0,7,1993,0,0.0,9991,8038,4997,1966,1953.1,1953,68.08,10000.0,10036,7.22,0,0,0,0,0
97,block2,2,0,1,0.5,1,4,3,20,2295,NA,51.1,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_03,0,7,1993,0,0.0,9991,8038,5380,1955,1953.0,1953,59.61,10000.0,10031,7.35,0,0,0,0,0
98,block2,2,0,1,0.7,1,4,3,20,2295,NA,51.2,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_03,0,7,1993,0,0.0,9991,8038,5169,1968,1953.1,1953,64.3,10000.0,10033,7.24,1,4,17,0,0
99,block2,2,0,2,0.0,1,4,4,20,2295,NA,51.2,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_04,0,7,1993,0,0.0,9991,8008,5333,1987,1983.0,1983,59.98,10000.0,10035,7.3,0,0,0,0,0
100,block2,2,0,0,0.0,1,4,4,20,2295,NA,51.1,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_04,0,7,1993,0,0.0,9991,8008,4754,2001,1983.1,1983,72.92,10000.0,10037,7.28,1,4,17,0,0
101,block2,2,0,1,0.1,1,4,4,20,2295,NA,51.2,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_04,0,6,1994,0,0.0,9991.0,8038.0,1952,2045,1957.3,1953.0,136.21,10000,10029,7.82,0,0,0,0,0
102,block2,2,0,1,0.3,1,4,4,20,2295,NA,51.2,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_04,0,7,1993,0,0.0,9991,8038,5404,1967,1953.1,1953,59.05,10000.0,10033,7.34,0,0,0,0,0
103,block2,2,0,1,0.5,1,4,4,20,2295,NA,51.1,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_04,0,6,1994,0,0.0,9991.0,8038.0,231,1963,1953.0,1953.0,174.77,10000,10029,7.9,1,4,17,0,0
104,block2,2,0,1,0.7,1,4,4,20,2295,NA,51.2,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_04,0,7,1993,0,0.0,9991,8038,7882,1954,1953.0,1953,4.85,10000.0,10033,7.55,1,4,17,0,0
105,block2,2,0,2,0.0,1,4,5,20,2295,NA,51.1,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_05,0,7,1993,0,0.0,9991,8008,7183,1985,1983.0,1983,21.2,10000.0,10826,7.33,0,0,0,0,0
106,block2,2,0,0,0.0,1,4,5,20,2295,NA,51.2,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_05,0,7,1993,0,0.0,9991,8008,7836,1985,1983.1,1983,5.23,10000.0,10041,7.44,1,4,17,0,0
107,block2,2,0,1,0.1,1,4,5,20,2295,NA,51.5,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_05,0,7,1993,0,0.0,9991,8038,7056,1961,1953.0,1953,22.14,10000.0,10036,7.53,0,0,0,0,0
108,block2,2,0,1,0.3,1,4,5,20,2295,NA,51.4,51.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_05,0,6,1994,0,0.0,9991.0,8038.0,932,1955,1953.0,1953.0,158.92,10000,10040,7.88,0,0,0,0,0
109,block2,2,0,1,0.5,1,4,5,20,2295,NA,51.4,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_05,0,7,1993,0,0.0,9991,8038,4830,1964,1953.0,1953,71.88,10000.0,10033,7.26,1,4,17,0,0
110,block2,2,0,1,0.7,1,4,5,20,2295,NA,51.4,51.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_05,0,7,1993,0,0.0,9991,8038,5882,1962,1953.0,1953,48.38,10000.0,10032,7.36,1,4,17,0,0
111,block2,2,0,2,0.0,1,4,6,20,2295,NA,51.4,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_06,0,6,1994,0,0.0,9991.0,8008.0,1422,2003,1983.1,1983.0,201.53,10000,16143,7.39,0,0,0,0,0
112,block2,2,0,0,0.0,1,4,6,20,2295,NA,51.2,51.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_06,0,7,1993,0,0.0,9991,8008,5276,1985,1983.0,1983,61.24,10000.0,10031,7.48,1,4,17,0,0
113,block2,2,0,1,0.1,1,4,6,20,2295,NA,51.2,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_06,0,7,1993,0,0.0,9991,8038,6763,1955,1953.0,1953,28.78,10000.0,10028,8.03,0,0,0,0,0
114,block2,2,0,1,0.3,1,4,6,20,2295,NA,51.2,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_06,0,6,1994,0,0.0,9991.0,8038.0,1488,1954,1953.0,1953.0,147.74,10000,10825,7.61,1,4,17,0,0
115,block2,2,0,1,0.5,1,4,6,20,2295,NA,51.2,51.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_06,0,7,1993,0,0.0,9991,8038,5973,1955,1953.0,1953,46.35,10000.0,10032,7.34,1,4,17,0,0
116,block2,2,0,1,0.7,1,4,6,20,2295,NA,51.4,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_06,0,7,1993,0,0.0,9991,8038,5577,1956,1953.0,1953,55.2,10000.0,10033,7.37,1,4,17,0,0
117,block2,2,0,2,0.0,1,4,7,20,2295,NA,51.4,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_07,0,7,1993,0,0.0,9991,8008,5438,1996,1983.1,1983,57.62,10000.0,10042,7.35,0,0,0,0,0
118,block2,2,0,0,0.0,1,4,7,20,2295,NA,51.1,51.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_07,0,7,1993,0,0.0,9991,8008,5039,1991,1983.0,1983,66.55,10000.0,10035,7.47,1,4,17,0,0
119,block2,2,0,1,0.1,1,4,7,20,2295,NA,51.2,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_07,0,7,1993,0,0.0,9991,8038,6079,1955,1953.0,1953,43.98,10000.0,10033,7.36,1,4,17,0,0
120,block2,2,0,1,0.3,1,4,7,20,2295,NA,51.4,51.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_07,0,7,1993,0,0.0,9991,8038,5613,1972,1953.1,1953,61.34,10000.0,12425,7.46,1,4,17,0,0
121,block2,2,0,1,0.5,1,4,7,20,2295,NA,51.5,52.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_07,0,6,1994,0,0.0,9991.0,8038.0,1306,1987,1958.4,1953.0,150.49,10000,10031,7.33,0,0,0,0,0
122,block2,2,0,1,0.7,1,4,7,20,2295,NA,52.2,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_07,0,7,1993,1,0.0005017561465127947,9991,8038,-1142,11093,1966.4,1953,72.57,10000.0,12691,7.23,0,0,0,0,0
123,block2,2,0,2,0.0,1,4,8,20,2295,NA,52.6,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_08,0,6,1994,0,0.0,9991.0,8008.0,159,2017,1989.3,1983.0,175.72,10000,10049,7.21,0,0,0,0,0
124,block2,2,0,0,0.0,1,4,8,20,2295,NA,52.6,52.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_08,0,7,1993,0,0.0,9991,7993,7185,2016,1993.2,1999,18.72,10000.0,10030,7.26,1,4,17,0,0
125,block2,2,0,1,0.1,1,4,8,20,2295,NA,52.8,53.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_08,0,7,1993,0,0.0,9991,8022,7377,1987,1964.0,1969,15.11,10000.0,10030,7.18,0,0,0,0,0
126,block2,2,0,1,0.3,1,4,8,20,2295,NA,53.0,53.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_08,0,6,1994,0,0.0,9991.0,8023.0,1988,1987,1963.4,1969.0,188.81,10000,15882,7.12,1,4,17,0,0
127,block2,2,0,1,0.5,1,4,8,20,2295,NA,53.0,53.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_08,0,7,1993,0,0.0,9991,8023,6919,1986,1963.6,1969,25.25,10000.0,10035,7.17,0,0,0,0,0
128,block2,2,0,1,0.7,1,4,8,20,2295,NA,53.2,53.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_08,0,6,1994,0,0.0,9991.0,8022.0,3015,1987,1964.5,1969.0,112.46,10000,10028,7.25,0,0,0,0,0
129,block2,2,0,2,0.0,1,4,9,20,2295,NA,53.2,53.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_09,0,6,1994,0,0.0,9991.0,7993.0,751,2017,1993.9,1999.0,162.46,10000,10029,7.15,0,0,0,0,0
130,block2,2,0,0,0.0,1,4,9,20,2295,NA,53.2,53.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_09,0,7,1993,0,0.0,9991,7992,6966,2028,1993.6,1999,23.52,10000.0,10035,7.17,1,4,17,0,0
131,block2,2,0,1,0.1,1,4,9,20,2295,NA,53.2,53.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_09,0,6,1994,0,0.0,9991.0,8033.0,2567,1988,1962.0,1953.0,122.5,10000,10030,7.38,1,4,17,0,0
132,block2,2,0,1,0.3,1,4,9,20,2295,NA,53.6,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_09,0,7,1993,0,0.0,9991,8038,6896,1987,1957.7,1953,25.8,10000.0,10034,7.28,1,4,17,0,0
133,block2,2,0,1,0.5,1,4,9,20,2295,NA,54.2,54.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_09,0,6,1994,0,0.0,9991.0,8038.0,1639,1987,1958.8,1953.0,143.24,10000,10041,7.3,1,4,17,0,0
134,block2,2,0,1,0.7,1,4,9,20,2295,NA,54.4,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_09,0,7,1993,0,0.0,9991,8022,7144,1997,1963.3,1969,20.32,10000.0,10035,7.75,1,4,17,0,0
135,block2,2,0,2,0.0,1,4,10,20,2295,NA,54.2,54.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_10,0,6,1994,0,0.0,9991.0,7992.0,3283,2017,1994.2,1999.0,105.05,10000,10033,7.13,0,0,0,0,0
136,block2,2,0,0,0.0,1,4,10,20,2295,NA,54.0,54.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_10,0,7,1993,0,0.0,9991,7993,6829,2017,1994.0,1999,26.56,10000.0,10036,7.2,1,4,17,0,0
137,block2,2,0,1,0.1,1,4,10,20,2295,NA,54.0,54.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_10,0,6,1994,0,0.0,9991.0,8022.0,802,1987,1964.4,1969.0,161.99,10000,10040,7.16,0,0,0,0,0
138,block2,2,0,1,0.3,1,4,10,20,2295,NA,54.0,54.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_10,0,6,1994,0,0.0,9991.0,8023.0,1823,2002,1963.6,1969.0,144.52,10000,11751,7.14,0,0,0,0,0
139,block2,2,0,1,0.5,1,4,10,20,2295,NA,54.1,54.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_10,0,7,1993,0,0.0,9991,8022,7346,1987,1964.1,1969,15.79,10000.0,10031,7.16,1,4,17,0,0
140,block2,2,0,1,0.7,1,4,10,20,2295,NA,54.0,54.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_10,0,7,1993,0,0.0,9991,8023,7300,1987,1963.6,1969,16.83,10000.0,10036,7.14,1,4,17,0,0
141,block2,2,0,2,0.0,1,4,11,20,2295,NA,54.0,54.1,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_11,0,7,1993,0,0.0,9991,7992,6974,2017,1993.9,1999,23.37,10000.0,10029,7.16,0,0,0,0,0
142,block2,2,0,0,0.0,1,4,11,20,2295,NA,54.1,54.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_11,0,7,1993,0,0.0,9991,7992,6894,2017,1994.7,1999,25.13,10000.0,10030,7.12,1,4,17,0,0
143,block2,2,0,1,0.1,1,4,11,20,2295,NA,54.0,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_11,0,7,1993,0,0.0,9991,8022,7564,1987,1964.5,1969,11.02,10000.0,10032,7.23,0,0,0,0,0
144,block2,2,0,1,0.3,1,4,11,20,2295,NA,54.2,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_11,0,6,1994,0,0.0,9991.0,8023.0,1488,2466,1963.3,1969.0,146.26,10000,10030,7.24,0,0,0,0,0
145,block2,2,0,1,0.5,1,4,11,20,2295,NA,54.2,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_11,0,6,1994,0,0.0,9991.0,8022.0,1225,1987,1964.7,1969.0,159.77,10000,12123,7.32,1,4,17,0,0
146,block2,2,0,1,0.7,1,4,11,20,2295,NA,54.2,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_11,0,6,1994,0,0.0,9991.0,8022.0,1696,1987,1964.7,1969.0,141.6,10000,10034,7.24,1,4,17,0,0
147,block2,2,0,2,0.0,1,4,12,20,2295,NA,54.2,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_12,0,6,1994,0,0.0,9991.0,7992.0,1361,2017,1994.7,1999.0,148.81,10000,10033,7.21,0,0,0,0,0
148,block2,2,0,0,0.0,1,4,12,20,2295,NA,54.2,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_12,0,6,1994,0,0.0,9991.0,7992.0,1128,2017,1994.6,1999.0,154.02,10000,10028,7.06,1,4,17,0,0
149,block2,2,0,1,0.1,1,4,12,20,2295,NA,54.2,54.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_12,0,6,1994,0,0.0,9991.0,8022.0,1592,2077,1986.1,1970.0,144.31,10000,10043,7.19,0,0,0,0,0
150,block2,2,0,1,0.3,1,4,12,20,2295,NA,54.4,54.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_12,0,6,1994,0,0.0,9991.0,8023.0,70,1987,1964.7,1969.0,178.18,10000,10030,7.11,1,4,17,0,0
151,block2,2,0,1,0.5,1,4,12,20,2295,NA,54.2,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_12,0,6,1994,0,0.0,9991.0,8022.0,1882,1993,1964.9,1969.0,137.8,10000,10030,7.27,1,4,17,0,0
152,block2,2,0,1,0.7,1,4,12,20,2295,NA,54.5,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_12,0,6,1994,0,0.0,9992.0,8023.0,2856,1986,1963.7,1969.0,116.0,10000,10036,7.19,0,0,0,0,0
153,block2,2,0,2,0.0,1,4,13,20,2295,NA,54.5,54.4,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_13,0,6,1994,0,0.0,9991.0,7992.0,2153,2024,1994.2,1999.0,131.1,10000,10035,7.1,0,0,0,0,0
154,block2,2,0,0,0.0,1,4,13,20,2295,NA,54.4,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_13,0,6,1994,0,0.0,9991.0,7993.0,2006,2016,1993.8,1999.0,184.33,10000,15640,7.1,1,4,17,0,0
155,block2,2,0,1,0.1,1,4,13,20,2295,NA,54.5,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_13,0,7,1993,0,0.0,9991,8022,4465,1994,1964.1,1969,81.17,10000.0,13574,7.22,0,0,0,0,0
156,block2,2,0,1,0.3,1,4,13,20,2295,NA,54.5,56.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_13,0,7,1993,0,0.0,9991,8038,7519,1986,1953.4,1953,12.01,10000.0,10042,7.61,0,0,0,0,0
157,block2,2,0,1,0.5,1,4,13,20,2295,NA,56.2,56.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_13,0,7,1993,0,0.0,9991,8038,7933,1985,1953.8,1953,4.72,10000.0,10044,7.6,0,0,0,0,0
158,block2,2,0,1,0.7,1,4,13,20,2295,NA,56.8,56.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_13,0,6,1994,0,0.0,9991.0,8038.0,1739,1986,1954.7,1953.0,141.04,10000,10046,7.6,1,4,17,0,0
159,block2,2,0,2,0.0,1,4,14,20,2295,NA,56.5,56.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_14,0,7,1993,0,0.0,9991,8008,6644,2016,1985.6,1983,30.71,10000.0,10039,7.29,0,0,0,0,0
160,block2,2,0,0,0.0,1,4,14,20,2295,NA,56.5,55.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_14,0,7,1993,0,0.0,9991,8008,6357,2016,1988.0,1983,37.09,10000.0,10043,7.29,1,4,17,0,0
161,block2,2,0,1,0.1,1,4,14,20,2295,NA,55.8,55.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_14,0,7,1993,0,0.0,9991,8038,7149,1986,1959.2,1953,20.25,10000.0,10039,7.37,0,0,0,0,0
162,block2,2,0,1,0.3,1,4,14,20,2295,NA,55.5,55.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_14,0,16,1984,0,0.0,9991.0,3500.0,2781,6573,5195.1,6491.0,15.61,10000,10047,7.2,0,0,0,0,0
163,block2,2,0,1,0.5,1,4,14,20,2295,NA,54.9,55.2,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_14,0,6,1994,0,0.0,9991.0,8023.0,2788,2076,1963.5,1969.0,117.52,10000,10028,7.23,0,0,0,0,0
164,block2,2,0,1,0.7,1,4,14,20,2295,NA,55.1,55.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_14,0,7,1993,0,0.0,9991,8023,4764,1987,1963.6,1969,76.04,10000.0,13241,7.26,1,4,17,0,0
165,block2,2,0,2,0.0,1,4,15,20,2295,NA,55.0,55.0,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_15,0,6,1994,0,0.0,9991.0,7993.0,677,2017,1993.8,1999.0,164.14,10000,10038,7.18,0,0,0,0,0
166,block2,2,0,0,0.0,1,4,15,20,2295,NA,54.9,54.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_15,0,6,1994,0,0.0,9991.0,7992.0,1989,2017,1993.8,1999.0,134.68,10000,10030,7.13,1,4,17,0,0
167,block2,2,0,1,0.1,1,4,15,20,2295,NA,54.8,54.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_15,0,7,1993,0,0.0,9991,8023,7037,1987,1963.8,1969,22.6,10000.0,10031,7.22,0,0,0,0,0
168,block2,2,0,1,0.3,1,4,15,20,2295,NA,54.8,54.8,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_15,0,6,1994,0,0.0,9991.0,8023.0,1819,1987,1963.5,1969.0,139.26,10000,10032,7.42,0,0,0,0,0
169,block2,2,0,1,0.5,1,4,15,20,2295,NA,54.8,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_15,0,7,1993,0,0.0,9991,8022,7084,1986,1964.0,1969,21.62,10000.0,10034,7.32,1,4,17,0,0
170,block2,2,0,1,0.7,1,4,15,20,2295,NA,54.5,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.7_e1_n4/run_15,0,7,1993,0,0.0,9991,8022,7063,1986,1964.4,1969,22.04,10000.0,10032,7.25,1,4,17,0,0
171,block2,2,0,2,0.0,1,4,16,20,2295,NA,54.5,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s2_r0.0_e1_n4/run_16,0,6,1994,0,0.0,9991.0,7992.0,1502,2017,1994.2,1999.0,145.65,10000,10032,7.21,0,0,0,0,0
172,block2,2,0,0,0.0,1,4,16,20,2295,NA,54.5,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s0_r0.0_e1_n4/run_16,0,6,1994,0,0.0,9991.0,7992.0,1226,2018,1994.3,1999.0,193.1,10000,15335,7.11,1,4,17,0,0
173,block2,2,0,1,0.1,1,4,16,20,2295,NA,54.4,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.1_e1_n4/run_16,0,7,1993,0,0.0,9991,8022,7160,1986,1964.5,1969,19.92,10000.0,10030,7.22,0,0,0,0,0
174,block2,2,0,1,0.3,1,4,16,20,2295,NA,54.5,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.3_e1_n4/run_16,0,7,1993,0,0.0,9991,8023,1835,1986,1963.7,1969,141.81,10000.0,16203,7.17,1,4,17,0,0
175,block2,2,0,1,0.5,1,4,16,20,2295,NA,54.5,54.5,2000,/home/benny/Scrivania/OTel-capabilities-for-mixed-criticality-workloads/2-DoE/block2/t2_p0_s1_r0.5_e1_n4/run_16,0,6,1994,0,0.0,9991.0,8022.0,2528,1987,1964.5,1969.0,123.33,10000,10032,7.42,1,4,17,0,0
