t_recv_ns	batch_idx	n_span	name	timestamp_us	duration_us	id	parent
1788609571552240989	0	500	calibration	1788609566537505	60	0524e4e1038ef211	5d1628218ec11409
1788609571552240989	0	500	phase_loop[0]	1788609566561796	2131	ada6d72f8deba6fd	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[1]	1788609566563938	2059	025a2fede67f9877	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[2]	1788609566566002	2054	84d91392a3a569c2	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[3]	1788609566568060	9687	b74abab3059c87d6	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[4]	1788609566577752	9994	5e7b2fc4434d4366	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[5]	1788609566587750	9998	87135d1636856194	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[6]	1788609566597752	9994	c520da85a5df8094	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[7]	1788609566607751	9994	1df91a77ba46125d	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[8]	1788609566617749	9997	2996b31b6d1cee2b	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[9]	1788609566627750	9997	54f1809b1d3718ea	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[10]	1788609566637757	9990	e6ea4165ef157c63	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[11]	1788609566647752	9997	82b0398dd5b095ca	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[12]	1788609566657753	9999	32deeefb7fbf6a5f	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[13]	1788609566667755	10001	86736178f33390df	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[14]	1788609566677760	9987	4801cd0781192740	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[15]	1788609566687750	9997	87106ccfafe65268	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[16]	1788609566697751	9996	1cad611dcfa5a768	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[17]	1788609566707750	9996	76420322df70fc77	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[18]	1788609566717750	9997	228f09ad5cbbcbf7	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[19]	1788609566727751	9997	42a19f31f3449ef0	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[20]	1788609566737752	9993	dba86f0703f53629	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[21]	1788609566747750	9999	0a620b2c423d71ae	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[22]	1788609566757753	9996	92cf12774fb4bb06	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[23]	1788609566767753	9993	42e67ba513663cb9	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[24]	1788609566777750	9995	5436a43cf4293c9a	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[25]	1788609566787749	9997	2513262ab15bb5e2	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[26]	1788609566797749	9997	5cc0aa5b99759826	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[27]	1788609566807750	9996	4f19b6355d9d3cfc	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[28]	1788609566817751	9995	c0864d14b14c7620	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[29]	1788609566827749	9998	37ac9169ec659435	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[30]	1788609566837751	9994	eedcc2f2f64b8c4d	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[31]	1788609566847749	9999	a237b7a5e6b51c7e	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[32]	1788609566857751	10056	d8556ea1050c592d	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[33]	1788609566867813	9936	c77e37cd47756bb3	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[34]	1788609566877753	9992	5d92ff4b632b6389	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[35]	1788609566887788	9962	a191cfae7fc45632	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[36]	1788609566897755	9993	768fdc5f680b4a93	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[37]	1788609566907753	10015	3134e488f375cc21	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[38]	1788609566917773	9987	91d1246196e0f2c2	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[39]	1788609566927764	9984	0c126473c1d3ea98	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[40]	1788609566937767	9982	c95bb8b046b2283b	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[41]	1788609566947765	9982	5da57a28962df443	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[42]	1788609566957751	10009	035388d516ec12ee	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[43]	1788609566967764	9995	231bc9ab99e33213	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[44]	1788609566977764	10002	e007d19df9b89901	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[45]	1788609566987770	9978	1779b3029d777c2b	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[46]	1788609566997765	9987	c93f056b351312a3	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[47]	1788609567007769	9979	516dbeb0fe3f1427	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[48]	1788609567017752	10008	026876f47086b4e7	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[49]	1788609567027764	9997	379b6bd3b03bb8bf	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[50]	1788609567037766	9990	e6cb624699877d20	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[51]	1788609567047760	9987	531e8f02abc44b89	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[52]	1788609567057764	9984	84a5bfbe84de32ad	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[53]	1788609567067763	9984	14f01b0b4fd367b9	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[54]	1788609567077751	10004	6758c6e3dbcb954a	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[55]	1788609567087760	10000	96d07fd0b67ebcfa	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[56]	1788609567097764	9996	2adebe6fed7314a6	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[57]	1788609567107764	9981	ea2ab71d2772d007	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[58]	1788609567117760	9988	4f83aa030cff835b	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[59]	1788609567127752	9985	9a61a8b5363f1c47	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[60]	1788609567137752	10007	892173e952509a51	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[61]	1788609567147763	9997	7bb6a933acc7d8a7	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[62]	1788609567157764	9982	13eac4b62f2fb3bc	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[63]	1788609567167764	9984	46bce31cec1bb8c6	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[64]	1788609567177763	9982	b3646b6db17b9a61	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[65]	1788609567187749	10058	ed94dd2b3e8d10a1	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[66]	1788609567197814	9958	729594e3ac0b9f28	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[67]	1788609567207776	9980	a7857ecfad8b3c28	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[68]	1788609567217760	9986	c817e489dbe22eba	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[69]	1788609567227761	9986	56eab20bded1c86a	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[70]	1788609567237764	9983	4b093b85c9b656fe	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[71]	1788609567247752	9999	8c75258a511d8ca2	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[72]	1788609567257756	10015	019b9c36e8b67248	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[73]	1788609567267775	9985	5c933fd6f787eb4e	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[74]	1788609567277764	9983	b512986ec66d547a	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[75]	1788609567287763	9985	cce6e6bf7d93342f	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[76]	1788609567297765	9984	27085e832c9c1794	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[77]	1788609567307753	10006	a5bbc574170cc3a6	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[78]	1788609567317763	9997	32825298e51fecb8	bec100be5ca6ed56
1788609571552240989	0	500	phase_loop[79]	1788609567327763	9996	5ac9c96b013edf25	bec100be5ca6ed56
